name,sector,region,pos_x,pos_y,pos_z
Col 70 Sector GB-M b37-0,Col 70 Sector,Unknown,460.71875,-423.5625,-803.84375
Col 70 Sector GC-A b31-0,Col 70 Sector,Unknown,336.25,-240.8125,-941.625
Col 70 Sector GC-I b40-0,Col 70 Sector,Unknown,500.15625,-279.125,-739.21875
Col 70 Sector GD-I d10-20,Col 70 Sector,Unknown,307.1875,-232.4375,-736.46875
Col 70 Sector GD-I d10-31,Col 70 Sector,Unknown,332.75,-231.9375,-708
Col 70 Sector GD-Y c15-0,Col 70 Sector,Unknown,458.34375,-461.5625,-939.4375
Col 70 Sector GE-D b43-0,Col 70 Sector,Unknown,336,-242.84375,-682.1875
Col 70 Sector GE-E b42-0,Col 70 Sector,Unknown,256.25,-320.78125,-702.125
Col 70 Sector GE-I b39-0,Col 70 Sector,Unknown,738.53125,-463.875,-759.5625
Col 70 Sector GF-Y b30-0,Col 70 Sector,Unknown,459.96875,-442.78125,-941.46875
Col 70 Sector GG-E c12-6,Col 70 Sector,Unknown,721.34375,-626.28125,-1090.71875
Col 70 Sector GG-E c12-8,Col 70 Sector,Unknown,697.0625,-625.4375,-1081.34375
Col 70 Sector GG-W b31-0,Col 70 Sector,Unknown,338.5625,-461.78125,-919.15625
Col 70 Sector GG-X d1-4,Col 70 Sector,Unknown,452.40625,-576.28125,-1456.125
Col 70 Sector GG-X e1-3,Col 70 Sector,Unknown,921.71875,-318.78125,-1313.53125
Col 70 Sector GJ-E b42-0,Col 70 Sector,Unknown,314.6875,-297.4375,-699.8125
Col 70 Sector GK-Y c1-0,Col 70 Sector,Unknown,697.25,-501.3125,-1540.75
Col 70 Sector GN-G b41-0,Col 70 Sector,Unknown,458.375,-260.6875,-715.46875
Col 70 Sector GN-J d9-3,Col 70 Sector,Unknown,265.96875,-370.5,-764.40625
Col 70 Sector GO-E b42-1,Col 70 Sector,Unknown,350.90625,-266.625,-703.75
Col 70 Sector GQ-H b13-0,Col 70 Sector,Unknown,817.03125,-242.4375,-1314.78125
Col 70 Sector GS-K d8-5,Col 70 Sector,Unknown,173.53125,-594.75,-862.21875
Col 70 Sector GS-Y b18-1,Col 70 Sector,Unknown,179.375,-60.5,-1195.59375
Col 70 Sector GT-M b38-1,Col 70 Sector,Unknown,380.15625,-156.1875,-773.125
Col 70 Sector GV-L b25-1,Col 70 Sector,Unknown,537.3125,-111.0625,-1056.0625
Col 70 Sector GV-X d1-3,Col 70 Sector,Unknown,909.71875,-314.28125,-1395.4375
Col 70 Sector GW-M d7-9,Col 70 Sector,Unknown,776.4375,-476.25,-977.96875
Col 70 Sector GX-O b24-1,Col 70 Sector,Unknown,382.03125,21.5,-1070.9375
Col 70 Sector GY-W b45-0,Col 70 Sector,Unknown,421.34375,-325.03125,-617.59375
Col 70 Sector GZ-P b35-0,Col 70 Sector,Unknown,697.34375,-379.53125,-839.1875
Col 70 Sector GZ-V c16-0,Col 70 Sector,Unknown,162.78125,-521.75,-897.9375
Col 70 Sector HA-H b26-0,Col 70 Sector,Unknown,360.9375,-442.34375,-1040.46875
Col 70 Sector HD-I d10-14,Col 70 Sector,Unknown,346.09375,-254.875,-694.71875
Col 70 Sector HD-I d10-4,Col 70 Sector,Unknown,340.4375,-234,-665.3125
Col 70 Sector HD-I d10-5,Col 70 Sector,Unknown,359.375,-242.8125,-720.625
Col 70 Sector HD-R d5-7,Col 70 Sector,Unknown,67.8125,-117.875,-1102.65625
Col 70 Sector HE-Q b35-0,Col 70 Sector,Unknown,756.65625,-362.59375,-844.65625
Col 70 Sector HG-E c12-8,Col 70 Sector,Unknown,739.78125,-625.15625,-1082.90625
Col 70 Sector HG-N c7-4,Col 70 Sector,Unknown,576.5625,-587.65625,-1303.6875
Col 70 Sector HG-X d1-6,Col 70 Sector,Unknown,558.71875,-581.15625,-1401.1875
Col 70 Sector HJ-Q b22-0,Col 70 Sector,Unknown,651.15625,-196.625,-1117.59375
Col 70 Sector HL-D b29-0,Col 70 Sector,Unknown,478.40625,-245.8125,-983.875
Col 70 Sector HL-M c8-4,Col 70 Sector,Unknown,821.4375,-424.21875,-1254.15625
Col 70 Sector HL-W c2-0,Col 70 Sector,Unknown,497.625,-539.375,-1503.53125
Col 70 Sector HM-B c14-0,Col 70 Sector,Unknown,757.53125,-487.21875,-993.9375
Col 70 Sector HN-R d5-18,Col 70 Sector,Unknown,340.28125,48.71875,-1072.09375
Col 70 Sector HO-O b36-0,Col 70 Sector,Unknown,199.21875,-334.3125,-805.3125
Col 70 Sector HO-U c18-10,Col 70 Sector,Unknown,754.71875,-99.0625,-823.46875
Col 70 Sector HP-K c10-1,Col 70 Sector,Unknown,207.125,-49.71875,-1147.84375
Col 70 Sector HP-Q c5-4,Col 70 Sector,Unknown,820.8125,-626.625,-1360.5
Col 70 Sector HQ-W b31-0,Col 70 Sector,Unknown,450.90625,-419.875,-906.4375
Col 70 Sector HQ-Z b3-0,Col 70 Sector,Unknown,684.8125,-191.875,-1520.65625
Col 70 Sector HS-R b34-0,Col 70 Sector,Unknown,276.65625,-384.4375,-863
Col 70 Sector HT-E b42-1,Col 70 Sector,Unknown,409.3125,-250.5625,-690.59375
Col 70 Sector HU-M b25-2,Col 70 Sector,Unknown,765.65625,-24.03125,-1050.5
Col 70 Sector HV-W c2-0,Col 70 Sector,Unknown,669.9375,-432.34375,-1494.84375
Col 70 Sector HW-L b37-0,Col 70 Sector,Unknown,447.15625,-427.03125,-786.34375
Col 70 Sector HW-M b36-0,Col 70 Sector,Unknown,365.6875,-516.34375,-805.09375
Col 70 Sector HX-N b35-0,Col 70 Sector,Unknown,797.8125,-600.1875,-842.5625
Col 70 Sector HY-D c14-8,Col 70 Sector,Unknown,760.15625,28.125,-988.0625
Col 70 Sector HY-H d10-2,Col 70 Sector,Unknown,239.125,-312.125,-695.0625
Col 70 Sector HY-H d10-23,Col 70 Sector,Unknown,221.375,-269.3125,-708.75
Col 70 Sector HY-S b33-0,Col 70 Sector,Unknown,760.03125,-442.46875,-884.5625
Col 70 Sector HY-W b32-0,Col 70 Sector,Unknown,285.4375,-197.8125,-899.1875
Col 70 Sector HZ-C b30-1,Col 70 Sector,Unknown,171.65625,-110.09375,-955.125
Col 70 Sector HZ-P b35-0,Col 70 Sector,Unknown,720.59375,-379.1875,-844.8125
Col 70 Sector IC-P b24-0,Col 70 Sector,Unknown,455.90625,36.75,-1076.0625
Col 70 Sector ID-I d10-36,Col 70 Sector,Unknown,440.0625,-238.4375,-693.375
Col 70 Sector ID-M a71-0,Col 70 Sector,Unknown,290.46875,-38.21875,-836.15625
Col 70 Sector ID-R d5-24,Col 70 Sector,Unknown,95.78125,-162.8125,-1066.25
Col 70 Sector IE-E b42-0,Col 70 Sector,Unknown,295.78125,-322.625,-699.5
Col 70 Sector IF-H b26-0,Col 70 Sector,Unknown,416.34375,-406.5625,-1025.0625
Col 70 Sector IF-I b41-0,Col 70 Sector,Unknown,336.03125,-84.125,-721.46875
Col 70 Sector IG-E c12-10,Col 70 Sector,Unknown,783.375,-626.4375,-1092.34375
Col 70 Sector IG-M c8-7,Col 70 Sector,Unknown,802.09375,-434.125,-1255.28125
Col 70 Sector II-I d10-8,Col 70 Sector,Unknown,575.84375,-137.25,-723.125
Col 70 Sector IJ-G b27-0,Col 70 Sector,Unknown,18.09375,-321.21875,-1023.15625
Col 70 Sector IJ-V b33-0,Col 70 Sector,Unknown,265.09375,-178.84375,-874.125
Col 70 Sector IJ-W b45-0,Col 70 Sector,Unknown,343.15625,-388.0625,-616.71875
Col 70 Sector IL-N c7-5,Col 70 Sector,Unknown,699.75,-552.5,-1297.0625
Col 70 Sector IM-K b38-0,Col 70 Sector,Unknown,461.6875,-390.53125,-769.21875
Col 70 Sector IM-Z b18-1,Col 70 Sector,Unknown,383.90625,17.75,-1195.625
Col 70 Sector IN-J d9-13,Col 70 Sector,Unknown,468.15625,-355.4375,-801.5625
Col 70 Sector IN-J d9-17,Col 70 Sector,Unknown,456.0625,-362.875,-780.09375
Col 70 Sector IN-J d9-18,Col 70 Sector,Unknown,474.59375,-397.3125,-747.53125
Col 70 Sector IN-J d9-6,Col 70 Sector,Unknown,440.84375,-421.78125,-803.96875
Col 70 Sector IN-J d9-7,Col 70 Sector,Unknown,460.96875,-385.4375,-806.84375
Col 70 Sector IN-J d9-8,Col 70 Sector,Unknown,458.5,-387.625,-798.40625
Col 70 Sector IO-E b42-0,Col 70 Sector,Unknown,391.59375,-281.28125,-690.9375
Col 70 Sector IO-U c18-3,Col 70 Sector,Unknown,780.25,-98.375,-812.21875
Col 70 Sector IO-U c18-8,Col 70 Sector,Unknown,787.96875,-93.5,-805.0625
Col 70 Sector IP-B b44-1,Col 70 Sector,Unknown,339.78125,-216.5625,-662.25
Col 70 Sector IP-B c15-6,Col 70 Sector,Unknown,411.53125,-68.0625,-971.375
Col 70 Sector IS-J d9-18,Col 70 Sector,Unknown,604.71875,-341.28125,-745.71875
Col 70 Sector IS-R b21-0,Col 70 Sector,Unknown,142.1875,-236.3125,-1125.1875
Col 70 Sector IT-C b31-0,Col 70 Sector,Unknown,415.53125,40.25,-942.40625
Col 70 Sector IT-M c9-2,Col 70 Sector,Unknown,539.28125,45.8125,-1213.34375
Col 70 Sector IV-Z b16-0,Col 70 Sector,Unknown,898.71875,-320.21875,-1242.4375
Col 70 Sector IW-L b37-0,Col 70 Sector,Unknown,458.78125,-441.125,-793.125
Col 70 Sector IX-J d9-15,Col 70 Sector,Unknown,771.78125,-254.75,-783.59375
Col 70 Sector IX-J d9-30,Col 70 Sector,Unknown,744.25,-248.3125,-798.0625
Col 70 Sector IX-J d9-31,Col 70 Sector,Unknown,744.75,-242.15625,-807.03125
Col 70 Sector IY-H d10-12,Col 70 Sector,Unknown,268.59375,-294.8125,-728.59375
Col 70 Sector IY-H d10-14,Col 70 Sector,Unknown,296.25,-285.59375,-700.15625
Col 70 Sector IY-H d10-16,Col 70 Sector,Unknown,291.9375,-325.53125,-685.8125
Col 70 Sector IY-H d10-17,Col 70 Sector,Unknown,293.53125,-341.5625,-677.5625
Col 70 Sector IY-H d10-21,Col 70 Sector,Unknown,265.71875,-309.21875,-668.3125
Col 70 Sector IY-H d10-24,Col 70 Sector,Unknown,318.5625,-296,-723.6875
Col 70 Sector IY-X c15-0,Col 70 Sector,Unknown,458.375,-482.1875,-931.6875
Col 70 Sector IZ-D c13-2,Col 70 Sector,Unknown,248.78125,-337.1875,-1052.875
Col 70 Sector IZ-M b37-0,Col 70 Sector,Unknown,178.375,-323.5,-802.34375
Col 70 Sector JB-D b29-0,Col 70 Sector,Unknown,437.625,-303.8125,-982.46875
Col 70 Sector JB-W d2-2,Col 70 Sector,Unknown,871.625,-328.6875,-1378.21875
Col 70 Sector JC-T d4-26,Col 70 Sector,Unknown,696.25,-88.375,-1186.03125
Col 70 Sector JE-V c17-0,Col 70 Sector,Unknown,534.46875,-315.90625,-843.21875
Col 70 Sector JF-O b36-0,Col 70 Sector,Unknown,677.875,-382.09375,-823.125
Col 70 Sector JG-E c12-9,Col 70 Sector,Unknown,816.4375,-626.625,-1099.875
Col 70 Sector JG-M c8-4,Col 70 Sector,Unknown,819.0625,-428.125,-1229.84375
Col 70 Sector JG-N c7-7,Col 70 Sector,Unknown,662.3125,-617.09375,-1302.6875
Col 70 Sector JG-X d1-9,Col 70 Sector,Unknown,657.78125,-560.125,-1428.8125
Col 70 Sector JH-I b14-0,Col 70 Sector,Unknown,277.71875,17.4375,-1300.84375
Col 70 Sector JI-K b12-0,Col 70 Sector,Unknown,636.03125,-143.34375,-1340.71875
Col 70 Sector JJ-G b27-0,Col 70 Sector,Unknown,37,-322.5625,-1020.71875
Col 70 Sector JK-B b31-0,Col 70 Sector,Unknown,164.8125,-93.25,-937.375
Col 70 Sector JK-B b44-0,Col 70 Sector,Unknown,329.90625,-226.875,-647.96875
Col 70 Sector JK-C b43-0,Col 70 Sector,Unknown,247.78125,-316.375,-668.375
Col 70 Sector JM-A b31-0,Col 70 Sector,Unknown,479.40625,-201.875,-940.78125
Col 70 Sector JM-K b38-0,Col 70 Sector,Unknown,478.71875,-400.8125,-781.875
Col 70 Sector JN-H b27-0,Col 70 Sector,Unknown,286.78125,-196.71875,-1018.8125
Col 70 Sector JP-C b43-0,Col 70 Sector,Unknown,275.59375,-303.375,-679.3125
Col 70 Sector JQ-R c19-2,Col 70 Sector,Unknown,179.5625,-330.65625,-771.84375
Col 70 Sector JR-B b30-0,Col 70 Sector,Unknown,436.1875,-264.75,-961.90625
Col 70 Sector JT-D c14-9,Col 70 Sector,Unknown,760.21875,8.5625,-1015.25
Col 70 Sector JT-E b42-0,Col 70 Sector,Unknown,443.9375,-252.5625,-700.21875
Col 70 Sector JT-F c12-7,Col 70 Sector,Unknown,425.3125,-340.09375,-1067.25
Col 70 Sector JT-H d10-7,Col 70 Sector,Unknown,221.96875,-359.8125,-681.90625
Col 70 Sector JT-P d6-6,Col 70 Sector,Unknown,215.34375,-24.75,-1029.90625
Col 70 Sector JV-R c19-1,Col 70 Sector,Unknown,276.375,-269.1875,-746.65625
Col 70 Sector JW-L b37-0,Col 70 Sector,Unknown,479.75,-439.28125,-799.96875
Col 70 Sector JX-A b30-0,Col 70 Sector,Unknown,281.34375,-343.5625,-950.625
Col 70 Sector JY-H d10-10,Col 70 Sector,Unknown,396.28125,-291.28125,-707.9375
Col 70 Sector JY-H d10-9,Col 70 Sector,Unknown,391.90625,-297.53125,-716.46875
Col 70 Sector JZ-V b32-0,Col 70 Sector,Unknown,116.65625,-299.25,-902.5
Col 70 Sector KD-I d10-25,Col 70 Sector,Unknown,581.75,-201.78125,-711.875
Col 70 Sector KD-J d9-10,Col 70 Sector,Unknown,261.46875,-564.125,-757.75
Col 70 Sector KD-J d9-3,Col 70 Sector,Unknown,320.0625,-578.15625,-763.40625
Col 70 Sector KD-R d5-21,Col 70 Sector,Unknown,294.40625,-122.40625,-1120.25
Col 70 Sector KD-X b45-1,Col 70 Sector,Unknown,553.125,-306.65625,-618.5
Col 70 Sector KE-R b34-0,Col 70 Sector,Unknown,754.75,-430.40625,-856.3125
Col 70 Sector KE-T a67-0,Col 70 Sector,Unknown,207.6875,-44.78125,-883.125
Col 70 Sector KE-W b45-0,Col 70 Sector,Unknown,345.375,-408.1875,-617.59375
Col 70 Sector KF-L b38-0,Col 70 Sector,Unknown,149.0625,-310.4375,-782.8125
Col 70 Sector KF-U c17-0,Col 70 Sector,Unknown,138.625,-541,-862.59375
Col 70 Sector KI-J d9-1,Col 70 Sector,Unknown,417.75,-444.6875,-801.875
Col 70 Sector KI-K b12-0,Col 70 Sector,Unknown,658.09375,-142.90625,-1339.125
Col 70 Sector KJ-G d11-9,Col 70 Sector,Unknown,327.8125,-204.0625,-647.84375
Col 70 Sector KK-L b38-0,Col 70 Sector,Unknown,179.28125,-301.1875,-781.5625
Col 70 Sector KL-R c19-3,Col 70 Sector,Unknown,169.34375,-362.53125,-765.09375
Col 70 Sector KL-W b31-0,Col 70 Sector,Unknown,460.46875,-431.59375,-920.21875
Col 70 Sector KM-C b29-0,Col 70 Sector,Unknown,339.96875,-361.25,-981.25
Col 70 Sector KM-L c8-2,Col 70 Sector,Unknown,539.4375,-601.8125,-1246.09375
Col 70 Sector KM-U d3-17,Col 70 Sector,Unknown,762.6875,-253.8125,-1290.28125
Col 70 Sector KM-U d3-18,Col 70 Sector,Unknown,744.0625,-260.15625,-1274.8125
Col 70 Sector KN-R b21-0,Col 70 Sector,Unknown,154.75,-252.46875,-1143.1875
Col 70 Sector KO-P d6-17,Col 70 Sector,Unknown,152.9375,-37.90625,-1063.1875
Col 70 Sector KQ-J b27-1,Col 70 Sector,Unknown,754.875,22.9375,-1008.625
Col 70 Sector KT-E b42-1,Col 70 Sector,Unknown,455.84375,-259.21875,-702.21875
Col 70 Sector KT-N b24-1,Col 70 Sector,Unknown,221.90625,-88.40625,-1068.5625
Col 70 Sector KT-O b36-0,Col 70 Sector,Unknown,297.1875,-320.375,-820.15625
Col 70 Sector KT-V b46-0,Col 70 Sector,Unknown,540.9375,-284.5,-604.53125
Col 70 Sector KU-D b42-0,Col 70 Sector,Unknown,255.8125,-362,-695.75
Col 70 Sector KV-L b38-0,Col 70 Sector,Unknown,778.0625,-259.4375,-784.71875
Col 70 Sector KX-I b39-0,Col 70 Sector,Unknown,458.125,-381.875,-762.21875
Col 70 Sector KY-Q d5-11,Col 70 Sector,Unknown,153.09375,-221.90625,-1066.875
Col 70 Sector KY-W b19-0,Col 70 Sector,Unknown,189.5,-49.75,-1180.59375
Col 70 Sector KZ-U b46-0,Col 70 Sector,Unknown,378.5625,-361.15625,-604.9375
Col 70 Sector KZ-V b32-0,Col 70 Sector,Unknown,137.21875,-304.90625,-899.96875
Col 70 Sector LA-L b26-2,Col 70 Sector,Unknown,769.875,-17.5625,-1033.4375
Col 70 Sector LC-K b38-0,Col 70 Sector,Unknown,436.8125,-443.15625,-781.9375
Col 70 Sector LD-M b36-0,Col 70 Sector,Unknown,797.875,-603.59375,-820.3125
Col 70 Sector LE-D b43-1,Col 70 Sector,Unknown,440.65625,-230.03125,-679.0625
Col 70 Sector LE-V b33-0,Col 70 Sector,Unknown,280.34375,-187.25,-884.84375
Col 70 Sector LG-Q c20-0,Col 70 Sector,Unknown,256.1875,-262.375,-741.875
Col 70 Sector LG-Q c20-1,Col 70 Sector,Unknown,284.25,-244.15625,-728.875
Col 70 Sector LH-K b38-0,Col 70 Sector,Unknown,489.375,-405.46875,-775.96875
Col 70 Sector LI-Z b30-0,Col 70 Sector,Unknown,280.625,-324.3125,-941.25
Col 70 Sector LJ-G d11-0,Col 70 Sector,Unknown,335.5,-252.53125,-650.875
Col 70 Sector LJ-G d11-17,Col 70 Sector,Unknown,397.78125,-228.875,-652.34375
Col 70 Sector LJ-G d11-24,Col 70 Sector,Unknown,343.6875,-242.625,-658.125
Col 70 Sector LJ-G d11-40,Col 70 Sector,Unknown,378.03125,-209.46875,-650.5
Col 70 Sector LJ-W c16-1,Col 70 Sector,Unknown,497.59375,-462.6875,-899.375
Col 70 Sector LK-C b43-0,Col 70 Sector,Unknown,277.65625,-319.5,-685
Col 70 Sector LL-R c19-0,Col 70 Sector,Unknown,194.71875,-375.15625,-770.84375
Col 70 Sector LO-P d6-1,Col 70 Sector,Unknown,207.25,-82.46875,-1050.21875
Col 70 Sector LP-B b44-0,Col 70 Sector,Unknown,399.3125,-223.84375,-663.5
Col 70 Sector LR-M b36-0,Col 70 Sector,Unknown,411.84375,-544.5,-811.5625
Col 70 Sector LR-S c5-1,Col 70 Sector,Unknown,834.96875,-212.65625,-1356.25
Col 70 Sector LS-W a65-0,Col 70 Sector,Unknown,302.6875,-43.6875,-895.28125
Col 70 Sector LT-O b36-0,Col 70 Sector,Unknown,319.6875,-319.3125,-824.15625
Col 70 Sector LU-K b39-1,Col 70 Sector,Unknown,357.03125,-180.25,-748.4375
Col 70 Sector LU-S c19-5,Col 70 Sector,Unknown,760,-96.8125,-768.375
Col 70 Sector LV-J c10-1,Col 70 Sector,Unknown,28.15625,-202.96875,-1147.71875
Col 70 Sector LV-O c6-2,Col 70 Sector,Unknown,818.28125,-626.34375,-1308.8125
Col 70 Sector LV-O c6-6,Col 70 Sector,Unknown,822.8125,-626.625,-1333.1875
Col 70 Sector LV-R c19-1,Col 70 Sector,Unknown,338.15625,-303.53125,-747.5
Col 70 Sector LV-Z b44-1,Col 70 Sector,Unknown,325.46875,-223.5625,-635.78125
Col 70 Sector LW-U b32-0,Col 70 Sector,Unknown,438.34375,-419.625,-902.25
Col 70 Sector LW-V d2-4,Col 70 Sector,Unknown,831.25,-394.46875,-1316.375
Col 70 Sector LW-V d2-5,Col 70 Sector,Unknown,873.15625,-380.71875,-1360.28125
Col 70 Sector LW-V d2-7,Col 70 Sector,Unknown,854.09375,-389.53125,-1316.125
Col 70 Sector LW-X b4-0,Col 70 Sector,Unknown,680.03125,-200.6875,-1500.15625
Col 70 Sector LW-Z b18-0,Col 70 Sector,Unknown,515.9375,60.625,-1200.875
Col 70 Sector LX-K d8-10,Col 70 Sector,Unknown,733.84375,-558.78125,-858.65625
Col 70 Sector LX-K d8-2,Col 70 Sector,Unknown,703.09375,-542.125,-884.46875
Col 70 Sector LX-K d8-3,Col 70 Sector,Unknown,687.34375,-546.5,-898.46875
Col 70 Sector LX-K d8-9,Col 70 Sector,Unknown,721.28125,-552.875,-865.96875
Col 70 Sector LX-S d4-15,Col 70 Sector,Unknown,731.90625,-174.15625,-1189.15625
Col 70 Sector LX-S d4-9,Col 70 Sector,Unknown,691.5625,-151.875,-1187.46875
Col 70 Sector LY-P b22-0,Col 70 Sector,Unknown,116.84375,-229.4375,-1118.84375
Col 70 Sector LY-Q d5-12,Col 70 Sector,Unknown,180.71875,-225.25,-1072.3125
Col 70 Sector LZ-A b32-1,Col 70 Sector,Unknown,400.46875,42.65625,-914.46875
Col 70 Sector LZ-D c13-0,Col 70 Sector,Unknown,335.40625,-342.3125,-1062.71875
Col 70 Sector LZ-V b32-0,Col 70 Sector,Unknown,155.0625,-293.03125,-894.28125
Col 70 Sector MA-B c15-0,Col 70 Sector,Unknown,304.1875,-216.84375,-953.90625
Col 70 Sector MA-K c10-0,Col 70 Sector,Unknown,139.90625,-181.21875,-1183.09375
Col 70 Sector MA-U c17-0,Col 70 Sector,Unknown,159.375,-573.1875,-850.90625
Col 70 Sector MA-U c17-1,Col 70 Sector,Unknown,136.125,-559.5625,-851.3125
Col 70 Sector MC-L b37-0,Col 70 Sector,Unknown,375.3125,-522.625,-800.34375
Col 70 Sector MD-I d10-25,Col 70 Sector,Unknown,736.8125,-240.28125,-667.4375
Col 70 Sector MD-Y b31-0,Col 70 Sector,Unknown,343.0625,-251.40625,-910.90625
Col 70 Sector ME-G d11-11,Col 70 Sector,Unknown,329.9375,-307.9375,-615
Col 70 Sector ME-G d11-12,Col 70 Sector,Unknown,333.8125,-310.125,-618.125
Col 70 Sector ME-G d11-13,Col 70 Sector,Unknown,326.34375,-324.21875,-624.28125
Col 70 Sector ME-G d11-15,Col 70 Sector,Unknown,334.46875,-321.53125,-639.4375
Col 70 Sector ME-G d11-16,Col 70 Sector,Unknown,334.03125,-310.96875,-625.90625
Col 70 Sector ME-G d11-17,Col 70 Sector,Unknown,323.75,-315.03125,-641.75
Col 70 Sector ME-G d11-26,Col 70 Sector,Unknown,321.9375,-311.65625,-632.90625
Col 70 Sector ME-G d11-5,Col 70 Sector,Unknown,321.6875,-337.78125,-653.90625
Col 70 Sector ME-W c16-0,Col 70 Sector,Unknown,460.96875,-502.1875,-904.90625
Col 70 Sector MF-C b43-0,Col 70 Sector,Unknown,273.0625,-335.1875,-672.75
Col 70 Sector MF-C c14-0,Col 70 Sector,Unknown,231.4375,-331.21875,-1018.5
Col 70 Sector MG-F b27-0,Col 70 Sector,Unknown,377.90625,-439.5,-1019.6875
Col 70 Sector MG-Q c20-0,Col 70 Sector,Unknown,299.1875,-264.3125,-741.34375
Col 70 Sector MJ-G d11-37,Col 70 Sector,Unknown,433.1875,-200.21875,-628.21875
Col 70 Sector MJ-G d11-8,Col 70 Sector,Unknown,436.03125,-213.84375,-641.21875
Col 70 Sector MJ-G d11-9,Col 70 Sector,Unknown,441.21875,-215.40625,-656.09375
Col 70 Sector MJ-K a72-1,Col 70 Sector,Unknown,290.90625,-38.53125,-834.625
Col 70 Sector MK-E a48-0,Col 70 Sector,Unknown,307.84375,-34.90625,-1092.875
Col 70 Sector MK-Z b32-1,Col 70 Sector,Unknown,390.6875,55.0625,-886.90625
Col 70 Sector MM-L c8-4,Col 70 Sector,Unknown,650.1875,-596.8125,-1255.8125
Col 70 Sector MM-U c3-7,Col 70 Sector,Unknown,480,-568.90625,-1430.0625
Col 70 Sector MN-O a56-1,Col 70 Sector,Unknown,214.8125,-33.1875,-999.84375
Col 70 Sector MP-D b42-0,Col 70 Sector,Unknown,267.09375,-374.78125,-700.25
Col 70 Sector MP-J b40-0,Col 70 Sector,Unknown,420.28125,-108.9375,-738
Col 70 Sector MP-P b35-0,Col 70 Sector,Unknown,740.125,-420.34375,-841.40625
Col 70 Sector MR-K c9-1,Col 70 Sector,Unknown,880.875,-413.90625,-1196.625
Col 70 Sector MS-A b30-0,Col 70 Sector,Unknown,296.15625,-364.5,-957.5
Col 70 Sector MS-C a49-1,Col 70 Sector,Unknown,785.78125,-34.375,-1084.53125
Col 70 Sector MT-D a62-1,Col 70 Sector,Unknown,209.25,-38.6875,-942.75
Col 70 Sector MT-D b43-2,Col 70 Sector,Unknown,575.5625,-184.75,-681.375
Col 70 Sector MT-P d6-17,Col 70 Sector,Unknown,465.375,-3.59375,-1010.71875
Col 70 Sector MT-P d6-21,Col 70 Sector,Unknown,477.46875,-2.65625,-1003.15625
Col 70 Sector MT-P d6-36,Col 70 Sector,Unknown,436.4375,40.4375,-994.375
Col 70 Sector MU-C b43-0,Col 70 Sector,Unknown,380.40625,-270.75,-667.875
Col 70 Sector MU-M b37-0,Col 70 Sector,Unknown,220.90625,-345,-800.59375
Col 70 Sector MU-S c19-0,Col 70 Sector,Unknown,779.9375,-98.0625,-765.5625
Col 70 Sector MU-U c17-0,Col 70 Sector,Unknown,455.5625,-422.46875,-862.25
Col 70 Sector MU-U c17-2,Col 70 Sector,Unknown,464.25,-419.375,-860.71875
Col 70 Sector MV-A b44-0,Col 70 Sector,Unknown,267,-301.40625,-655.09375
Col 70 Sector MV-Z b31-0,Col 70 Sector,Unknown,180.3125,-80.28125,-919.65625
Col 70 Sector MW-V d2-7,Col 70 Sector,Unknown,898.96875,-374.3125,-1356.625
Col 70 Sector MX-K d8-2,Col 70 Sector,Unknown,753.3125,-578.15625,-862.25
Col 70 Sector MZ-V b32-0,Col 70 Sector,Unknown,188.96875,-299.21875,-904.03125
Col 70 Sector NA-C b43-0,Col 70 Sector,Unknown,238.96875,-364.15625,-679.9375
Col 70 Sector NB-H b41-0,Col 70 Sector,Unknown,201.3125,-202.5625,-719
Col 70 Sector NB-Y b17-0,Col 70 Sector,Unknown,931.1875,-305.75,-1212.5
Col 70 Sector ND-X a51-0,Col 70 Sector,Unknown,143.34375,-36.5625,-1047.84375
Col 70 Sector NE-G d11-10,Col 70 Sector,Unknown,351.8125,-324.0625,-650.78125
Col 70 Sector NE-G d11-11,Col 70 Sector,Unknown,372.65625,-325.90625,-612.90625
Col 70 Sector NE-G d11-13,Col 70 Sector,Unknown,352.28125,-325.15625,-618.71875
Col 70 Sector NE-G d11-14,Col 70 Sector,Unknown,357.6875,-332.90625,-626.15625
Col 70 Sector NE-G d11-26,Col 70 Sector,Unknown,369.75,-317.5625,-647.8125
Col 70 Sector NE-G d11-27,Col 70 Sector,Unknown,359.65625,-323.90625,-648.5625
Col 70 Sector NE-G d11-28,Col 70 Sector,Unknown,358.0625,-278.125,-616.59375
Col 70 Sector NE-G d11-3,Col 70 Sector,Unknown,369.59375,-321.03125,-603.71875
Col 70 Sector NF-C c14-2,Col 70 Sector,Unknown,258.4375,-307.25,-993.78125
Col 70 Sector NF-L b38-0,Col 70 Sector,Unknown,195.1875,-322.125,-779.25
Col 70 Sector NF-T c18-1,Col 70 Sector,Unknown,417.59375,-376.15625,-816.28125
Col 70 Sector NF-U b33-0,Col 70 Sector,Unknown,118.46875,-300.0625,-882.6875
Col 70 Sector NG-L a44-0,Col 70 Sector,Unknown,199.34375,-38.4375,-1132.96875
Col 70 Sector NG-W b31-0,Col 70 Sector,Unknown,492.03125,-463.03125,-908
Col 70 Sector NH-T b33-0,Col 70 Sector,Unknown,435.21875,-400.375,-879.875
Col 70 Sector NI-H b40-0,Col 70 Sector,Unknown,490.53125,-350.28125,-725.5625
