Timestamp,Commander,System,Planet,Aerial Screenshot,Leviathans,Doors,Internal Doors,Device,Link System 1,Link System 2,Link System 3,Notes,Visibility,Blockages,Leviathan Count,,
03/05/2019 03:50:20,ElectricNacho,DELPHI, 5 A,https://drive.google.com/file/d/1BrDq9RmgGqn_BrmQQ5jcdVUPUKl9-KHq/view?usp=sharing,Small Reposing Leviathans,,,,,,,,5,,4,,
03/05/2019 22:58:01,LCU No Fool Like One,HIP 21348, A 2 B,https://i.imgur.com/2cdB4xJ.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
03/05/2019 23:13:50,LCU No Fool Like One,HIP 20859, A 1 A,https://i.imgur.com/tMoZIDN.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
03/05/2019 23:38:42,LCU No Fool Like One,PLEIADES SECTOR EL-Y D23, ABCD 1 A,https://i.imgur.com/pv9MA4z.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,5,,
04/05/2019 00:09:15,LCU No Fool Like One,TAURUS DARK REGION OX-U C2-10, 4 B,https://i.imgur.com/hD5XqtV.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
04/05/2019 08:07:29,LCU No Fool Like One,SYNUEFE HZ-M D8-69, B 7 F,https://i.imgur.com/xy0gUq5.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
04/05/2019 08:34:22,LCU No Fool Like One,HIP 24007, 1 B,https://i.imgur.com/zQIxKJs.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,3,,4,,
04/05/2019 18:14:44,LCU No Fool Like One,HIP 25274,8 A,https://i.imgur.com/dCxERJT.jpg,Small Reposing Leviathans,,,,,,,,1,,1,,
04/05/2019 18:29:07,LCU No Fool Like One,COL 285 SECTOR IL-X C1-4,A 2 C,https://i.imgur.com/2JHfAda.jpg,Small Reposing Leviathans,,,,,,,,2,,2,,
04/05/2019 18:41:46,LCU No Fool Like One,COL 285 SECTOR IL-X C1-16,A 4 A,https://i.imgur.com/4Yx8feo.jpg,No Leviathans,,,,,,,,5,,0,,
04/05/2019 20:08:04,LCU No Fool Like One,HIP 22851,7 A,https://i.imgur.com/xqoRXWa.jpg,Small Reposing Leviathans,,,,,,,,1,,1,,
04/05/2019 20:19:01,LCU No Fool Like One,SYNUEFE UZ-X C17-10,1 B,https://i.imgur.com/8RhMhTO.jpg,Small Reposing Leviathans,,,,,,,Quite a few bones in the recesses,4,,1,,
04/05/2019 20:30:55,LCU No Fool Like One,SYNUEFE UZ-X C17-12,AB 2 A,https://i.imgur.com/hqGXCoO.jpg,No Leviathans,,,,,,,,4,,0,,
04/05/2019 20:42:30,LCU No Fool Like One,SYNUEFE WU-X C17-8,2 A,https://i.imgur.com/U4CKPnq.jpg,Small Reposing Leviathans,,,,,,,,1,,2,,
04/05/2019 21:03:08,LCU No Fool Like One,SYNUEFE YP-X C17-1,5 C,https://i.imgur.com/vfNqsHv.jpg,"Large upright leviathans, Small Reposing Leviathans",,,Yes,,,,,3,Block on the floor at entrance to central chamber can be bypassed,4,,
04/05/2019 23:19:12,LCU No Fool Like One,SYNUEFE UK-V B35-0,A 4 A,https://i.imgur.com/WY9OxvB.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,,,4,,
04/05/2019 23:20:31,LCU No Fool Like One,SYNUEFE UK-V B35-0,A 4 A,https://i.imgur.com/WY9OxvB.jpg,,,,,,,,,1,,4,,
04/05/2019 23:26:26,LCU No Fool Like One,SYNUEFE YP-X C17-8,2 A,https://i.imgur.com/UPaQPIV.jpg,Small Reposing Leviathans,,,,,,,,5,,1,,
04/05/2019 23:40:45,LCU No Fool Like One,SYNUEFE CW-V C18-6,A 3 A,https://i.imgur.com/zRsgYaa.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,3,,4,,
05/05/2019 00:04:10,LCU No Fool Like One,SYNUEFE OV-K D9-56,9 C,https://i.imgur.com/M2mVc8W.jpg,"Large upright leviathans, Small Reposing Leviathans",3,,Yes,,,,,5,,4,,
05/05/2019 14:53:41,Delmonte,HIP 18730,3 G A,https://cdn.discordapp.com/attachments/296717350575800320/574593902456209433/HIP_18730HIP_18730_3_g_a_00005.png,Small Reposing Leviathans,3,Yes,Yes,,,,,2,One blocked door,4,,
05/05/2019 16:08:00,Delmonte,PLEIADES SECTOR MM-V B2-2,1 B,https://cdn.discordapp.com/attachments/296717350575800320/574612876153847818/Pleiades_Sector_MM-V_b2-2Pleiades_Sector_MM-V_b2-2_1_b_00001.png,,4,Yes,Yes,,,,"There once was a Thargoid Maid called Evie, Who milked the scavengers twice weekly..........",2,No,5,,
05/05/2019 16:44:42,Delmonte,HIP 19549,A 2 C,https://cdn.discordapp.com/attachments/296717350575800320/574620251300560906/HIP_19549HIP_19549_A_2_c_00002.png,Small Reposing Leviathans,3,Yes,Yes,,,,One day inevitability she grabbed the appendage of Thargoid gentry ....,3,Yes one door,4,,
05/05/2019 17:03:42,Henoch,PLEIADES SECTOR MM-V B2-2,1 B,https://imgur.com/AHGqXtM,Large upright leviathans,,,,,,,,1,,5,,
05/05/2019 17:05:52,Henoch,PLEIADES SECTOR MM-V B2-2,1B,https://imgur.com/ZWGZSKM,Large upright leviathans,,,No,,,,,1,,5,,
05/05/2019 17:07:14,Henoch,PLEIADES SECTOR MM-V B2-2,1 B,https://imgur.com/JXLvqmz,Large upright leviathans,,,No,,,,,1,,5,,
05/05/2019 17:12:54,Delmonte,HIP 21251,A 8 C,https://cdn.discordapp.com/attachments/296717350575800320/574627797939650580/HIP_21251HIP_21251_A_8_c_00001.png,,4,To the Map room Yes,Yes,,,,"He pushed her blushes away, and now she milks him thrice daily :-) ",5,None,4,,
05/05/2019 17:46:18,Delmonte,TAURUS DARK REGION IR-W D1-47,A 3 A,https://cdn.discordapp.com/attachments/296717350575800320/574633970914820096/Taurus_Dark_Region_IR-W_d1-47Taurus_Dark_Region_IR-W_d1-47_A_3_a_00001.png,,4,,Yes,,,,Exits stage left ;-) ,5,None,3,,
05/05/2019 18:05:03,G_Bison,HIP 20486,A 3 A,https://i.imgur.com/a1HDK5a.jpg,Large upright leviathans,4,N/A,Yes,,,,,1,None from visusal ,4,,
05/05/2019 19:19:36,G_Bison,SYNUEFE RT-Z C16-13,1 A,https://i.imgur.com/NSx4OXy.jpg,Large upright leviathans,4,N/A,,,,,,1,N/A,4,,
05/05/2019 23:23:14,LCU No Fool Like One,ARIES DARK REGION JW-W C1-4,7 A,https://i.imgur.com/6X4Ld4d.jpg,,,,,,,,,1,,2,,
05/05/2019 23:34:34,LCU No Fool Like One,HIP 18368,2 H,https://i.imgur.com/TANhbFy.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,5,,6,,
05/05/2019 23:46:03,LCU No Fool Like One,PLEIADES SECTOR MC-V C2-8,8 B,https://i.imgur.com/9WkbzCl.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
06/05/2019 00:03:30,LCU No Fool Like One,PLEIADES SECTOR MC-V C2-6,B 4 A,https://i.imgur.com/fYMnFwT.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,2,,4,,
06/05/2019 08:32:50,Kace Mono,HIP 22347,4 A,https://i.imgur.com/e7zwBhy.jpg,Large upright leviathans,,,,,,,,5,,0,,
07/05/2019 05:35:16,G_Bison,HIP 20830,A 8 F,https://i.imgur.com/4VdR0iJ.jpg,Large upright leviathans,4,N/A,Yes,,,,Thargoid Links were detectable while on approach in ship.,5,N/A,4,,
08/05/2019 19:03:33,Armourer,HIP 14756,2 E,http://www.image-share.com/upload/3957/184.jpg,Large upright leviathans,3,,,,,,,2,,2,,
08/05/2019 19:26:24,Armourer,COL 285 SECTOR EB-X D1-39,4 A,http://www.image-share.com/upload/3957/186.jpg,Small Reposing Leviathans,3,,,,,,,1,,1,,
11/05/2019 03:45:32,MrMerdur,HYADES SECTOR DB-X C1-8,3 A,,,,,,,,,this is first thargoid site I've visited. I didn't know what to look for and couldn't get inside.,2,,1,,
12/05/2019 21:41:13,Mazaious,ARIES DARK REGION GW-W D1-86,1 B,https://i.imgur.com/oPCW2Bu.jpg,No Leviathans,,,,,,,,4,,0,,
12/05/2019 22:10:17,Mazaious,HYADES SECTOR DB-X C1-19,8 C,https://i.imgur.com/cGOhtjA.jpg,,,,,,,,,4,,0,,
13/05/2019 00:58:15,Hrdina,SYNUEFAI RK-Y C17-3,A 1 A,https://i.imgur.com/xnL1HGr.png,,,,,,,,"I didn't go inside or anything, and haven't spent much time with Thargoid sites, so sorry I didn't have answers to any of the extra questions.  I did see a bunch of Scavengers and some Barnacle Barbs.",,,4,,
17/05/2019 00:36:00,LCU No Fool Like One,ARIES DARK REGION FW-W D1-59,A 5 A,https://i.imgur.com/VyIYuNl.jpg,Small Reposing Leviathans,,,,,,,,2,,2,,
19/05/2019 19:24:33,LCU No Fool Like One,ARIES DARK REGION MX-U C2-10,1 C,https://i.imgur.com/GKFZN5w.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
19/05/2019 19:36:20,LCU No Fool Like One,ARIES DARK REGION JC-V C2-6,A 4 A,https://i.imgur.com/ZtkKZOd.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,5,,4,,
19/05/2019 19:55:51,LCU No Fool Like One,HIP 14702,1 C,https://i.imgur.com/HvHPtm7.jpg,Small Reposing Leviathans,,,,,,,,5,,1,,
19/05/2019 20:14:42,LCU No Fool Like One,HIP 15443,AB 4 B,https://i.imgur.com/l4vjEzG.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,2,,4,,
19/05/2019 20:25:23,LCU No Fool Like One,HIP 14746,6 A,https://i.imgur.com/3ElGv8p.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,2,,4,,
19/05/2019 20:42:32,LCU No Fool Like One,SYNUEFE MK-M D8-20,A 2 A,https://i.imgur.com/wqG9hBe.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
19/05/2019 20:53:30,LCU No Fool Like One,MEL 22 SECTOR DG-O C6-0,2 A,https://i.imgur.com/tRfbGzO.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,3,,4,,
19/05/2019 22:18:00,LCU No Fool Like One,MEL 22 SECTOR BV-P C5-2,1 A,https://i.imgur.com/krPqfV9.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,5,,
19/05/2019 22:30:06,LCU No Fool Like One,MEL 22 SECTOR UE-G B11-0,A 2,https://i.imgur.com/c5Fdi11.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,3,,4,,
19/05/2019 22:44:24,LCU No Fool Like One,HIP 18117,5 D,https://i.imgur.com/wco9dOe.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,4,,4,,
19/05/2019 23:01:39,LCU No Fool Like One,HIP 18778,A 2 A,https://i.imgur.com/5nwiSn8.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
19/05/2019 23:13:33,LCU No Fool Like One,HIP 20318,3 A,https://i.imgur.com/ScaN4SX.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,5,,4,,
19/05/2019 23:24:05,LCU No Fool Like One,STRUVE'S LOST SECTOR NN-T C3-6,1 C,https://i.imgur.com/OEAFl39.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
19/05/2019 23:45:11,LCU No Fool Like One,STRUVE'S LOST SECTOR NN-T C3-1,ABCD 1 A,https://i.imgur.com/8dU4SCs.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,5,,
20/05/2019 00:07:26,LCU No Fool Like One,MEL 22 SECTOR MC-V D2-19,BC 1 B,https://i.imgur.com/Tqk8eVk.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,5,,
20/05/2019 00:25:06,LCU No Fool Like One,PLEIADES SECTOR KM-W D1-40,B 10 A,https://i.imgur.com/l2sxD0B.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
20/05/2019 00:49:11,LCU No Fool Like One,SYNUEFAI UZ-M D8-63,B 1 A,https://i.imgur.com/NAxpizb.jpg,"Large upright leviathans, Small Reposing Leviathans",,,,,,,,1,,4,,
21/05/2019 12:15:15,Denholm,COL 285 SECTOR BQ-X C1-10,1 A,https://cdn.discordapp.com/attachments/180430318610808832/580313500384231445/SPOILER_unknown.png,,,,,,,,,3,,2,,
23/05/2019 12:35:39,MadDavo,HYADES SECTOR DB-X C1-19,8 C,https://i.imgur.com/62b7MM4.png,,,,,,,,,3,,0,,
24/05/2019 01:16:49,Crunch Buttsteak,HIP 22711,7 A,https://i.imgur.com/Xx0wnpo.jpg,Small Reposing Leviathans,,,,,,,,3,,3,,
24/05/2019 07:27:30,MadDavo,MEL 22 SECTOR JC-V D2-15,ABC 1 A,https://i.imgur.com/R0bYMbG.png,,,,,,,,,5,,6,,
26/05/2019 01:30:21,ElectricNacho,HYADES SECTOR DB-X C1-19,8 C,https://drive.google.com/file/d/11fE2j2AqjOdwYsyz4pXcQIf2FIBtrpFy/view?usp=sharing,No Leviathans,,,,,,,,5,,0,,
27/05/2019 08:02:36,Crunch Buttsteak,PLEIADES SECTOR JM-W D1-52,2 A,https://i.imgur.com/EF8RPWd.png,Small Reposing Leviathans,3,No,Yes,,,,Forgot to get a TP before entering site. Apologies for no results. ,3,One exterior door blocked,4,,
16/06/2019 15:00:56,LordTyvin,HYADES SECTOR DB-X C1-19,8 C,https://i.imgur.com/RT1Ma5f.jpg,,,,,,,,,4,,0,,
06/07/2019 02:48:59,ElectricNacho,HYADES SECTOR DB-X C1-19,8 C,https://photos.google.com/share/AF1QipMu1f-PYbe2otSa1Ay_7IJFlDVcv-F0bxsPFm9jfg0lMvRedLaidlLLagHSj4wFnA/photo/AF1QipO_DHaorehP9rDbqdVqwG_nLZQg3wU-ZKwnhVxL?key=VXp0M0R1b2xQUnZYa3RPVi1hWVpBUFZjVGtjSGJn,No Leviathans,,,,,,,,5,,0,,
06/07/2019 03:02:43,ElectricNacho,HYADES SECTOR DB-X C1-8,3 A,https://i.imgur.com/xQYrNC7.jpg,Small Reposing Leviathans,,,,,,,,4,,1,,
07/07/2019 09:44:59,MadDavo,HYADES SECTOR DB-X C1-8,3 A,https://i.imgur.com/ja0y8i0.png,Small Reposing Leviathans,,,,,,,,3,,1,,
01/09/2019 01:21:50,ByteSturm,HIP 16704,5 A,https://i.imgur.com/1rdRSYV.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Pleiades Sector LN-T c3-4 https://tool.canonn.tech/linkdecoder/?origin=HIP+16704&data=hlh+lhl+%3B+hll+lll+hlh%0D%0Ahhl+hhh+hll+%3B+lll+llh+lhh%0D%0Ahlh+hhh+lhl+lhl+%3B+hhl+lll+lhl+hhh,"Lusonda
https://tool.canonn.tech/linkdecoder/?origin=HIP+16704&data=lll+hhl+%3B+hhl+lll+lhl%0D%0Ahhl+lhl+%3B+hll+hhl%0D%0Alhh+llh+lhl+%3B+hll+lll+hlh
",,It has 1 cave-in in the tunnels and 1 cave-in by a(n exterior) door.,4,Yes.,4,,
01/09/2019 01:25:07,ByteSturm,Mel 22 Sector JC-V d2-14,A 4 A,https://i.imgur.com/TtzcyIx.png,,4,"Yes, 4 around the central chamber.",Yes,Pleiades Sector IH-V c2-16 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-14&data=hlh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hhl+hll+%3B+hll+hhl+hhh,"Ngaiawang
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-14&data=hhl+hlh+hll+%3B+hll+hhl+hhh%0D%0Ahhl+%3B+hlh%0D%0Ahlh+hhl+hlh+lhl+%3B+hhl+lll+lhl+hhh
",,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",1,No.,6,,
01/09/2019 01:32:58,ByteSturm,Mel 22 Sector JC-V d2-15,ABC 1 A,https://i.imgur.com/WCsYbBA.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Mel 22 Sector IO-G b11-1 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-15&data=hlh+hll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahhl+hhh+lhh+hll+%3B+lll+llh+lhh,"Mel 22 Sector JC-V d2-41
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-15&data=lhh+lhl+%3B+hll+lll+hlh%0D%0Ahll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+hhl+%3B+hhl+lll+lhl
","Mel 22 Sector JC-V d2-14
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-15&data=hhl+lll+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+llh+lhl+%3B+hhl+lll+lhl+hhh
","Got a Thargoid visitor after activating the structure and exiting it.  But the damn thing glitched out and kept bouncing off the ground up a nearby mountain.  I still had some stuff to do in the structure so I think it just ended up making it over the mountain and flying away.
",5,No.,6,,
01/09/2019 01:39:53,ByteSturm,Mel 22 Sector OY-R c4-5,2 A,https://i.imgur.com/gEwvMGJ.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Mel 22 Sector JC-V d2-14 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+OY-R+c4-5&data=hhl+lll+lll+%3B+hhl+lll+lhl+hhh%0D%0Alhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+llh+lhl+%3B+hhl+lll+lhl+hhh,"Mel 22 Sector JC-V d2-15
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+OY-R+c4-5&data=lhh+hhl+%3B+hll+lll+hlh%0D%0Ahll+lll+%3B+hhl+lll+lhl+hhh%0D%0Alhh+hhl+lhl+%3B+hll+lll+hlh
","Mel 22 Sector IO-G B11-1
LINK POINTS IN SYSTEM
","Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",2,No.,5,,
01/09/2019 01:41:54,ByteSturm,Mel 22 Sector IO-G b11-1,1 A,https://i.imgur.com/bNwtnhK.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Pleiades Sector JC-U b3-2 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+IO-G+b11-1&data=lll+%3B+hll+lll+hlh%0D%0Alhl+hhl+%3B+hll+lll+hlh%0D%0Ahhl+lhh+hll+%3B+hhl+lhh+lhh,"Brib
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+IO-G+b11-1&data=lll+hhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+hhl+lll+%3B+hhl+lll+lhl+hhh
",,"Hippity hoppity,
The aliens wants me off their property.",5,No.,4,,
01/09/2019 01:50:57,ByteSturm,Mel 22 Sector JC-V d2-31,A 16 B,https://i.imgur.com/T7XtZ5F.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Pleiades Sector JN-S b4-3 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-31&data=lll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hlh+hll+%3B+lll+llh+lhh%0D%0Ahlh+lhl+%3B+hlh+lhh,"Thraskias
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JC-V+d2-31&data=lll+hll+%3B+hhl+lll+lhl%0D%0Ahll+%3B+lhl%0D%0Ahlh+hlh+hll+lll+%3B+hhl+lll+lhl+hhh
",,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",2,No.,6,,
01/09/2019 01:52:28,ByteSturm,Mel 22 Sector HH-V d2-37,AB 1 A,https://i.imgur.com/gMJAsPT.jpg,,4,"Yes, 4 around the central chamber.",Yes,G 69-11 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+HH-V+d2-37&data=llh+hhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhh+hhl+%3B+hll+hhl+hhh%0D%0Ahhl+hhl+hll+hhl+%3B+lll+llh+lhh,"HIP 17225
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+HH-V+d2-37&data=lll+%3B+hll+lll+hlh%0D%0Ahhl+%3B+hhl+hlh%0D%0Ahll+lll+hhl+%3B+hll+lll+hlh
",,"Monotony sets in,
My SRV feels inert.
I scan another chamber
As a Goid egg goes 'splurt'.",1,No.,3,,
01/09/2019 01:54:48,ByteSturm,Mel 22 Sector HH-V d2-53,1 B,https://i.imgur.com/X9wAekp.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Taurus Dark Region CL-Y d53 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+HH-V+d2-53&data=hlh+hhl+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahlh+hhh+hhl+lhl+%3B+hhl+lll+lhl+hhh,"Mel 22 Sector JX-T c3-9
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+HH-V+d2-53&data=lhh+%3B+hll+hhl%0D%0Alll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+llh+%3B+hhl+lll+lhl
","Taurus Dark Region MY-R b4-1
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+HH-V+d2-53&data=hhl+hhh+lll+%3B+lll+llh+lhh%0D%0Ahlh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+hlh+hhl+%3B+lll+llh+lhh
","Got another Thargoid visitor, but it had left by the time I reached my ship.  It didn't even make it close to the site, it was there for all of about 10 seconds.

It has 1 cave-in by a(n exterior) door.
",2,Yes.,3,,
01/09/2019 01:56:09,ByteSturm,Mel 22 Sector FH-U c3-9,A 1 A,https://i.imgur.com/j2QmGRV.jpg,,4,"Yes, 4 around the central chamber.",Yes,HIP 23022 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FH-U+c3-9&data=lll+lll+%3B+lll+llh+lhh%0D%0Ahhl+lhl+hll+%3B+lll+llh+lhh%0D%0Ahll+llh+lll+%3B+hll+lll+hlh,"Oitbi
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FH-U+c3-9&data=hhl+%3B+hlh%0D%0Ahhl+hhl+llh+lll+%3B+hhl+lll+lhl+hhh%0D%0Allh+hll+%3B+lhl+hhh
",,"I've started a race
To get through this place
Before a random Goid
Scatters my ship to the void.",1,No.,6,,
01/09/2019 02:01:53,ByteSturm,Taurus Dark Region MY-R b4-1,1 B,https://i.imgur.com/7wff0ia.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Taurus Dark Region CL-Y d53 https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+MY-R+b4-1&data=hlh+hhl+lhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+hhl+lhl+%3B+hhl+lll+lhl+hhh,"Mel 22 Sector FH-U c3-9
https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+MY-R+b4-1&data=hlh+hhl+%3B+hhl+lhh+lhh%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahlh+hhh+lhl+lhl+%3B+hhl+lll+lhl+hhh
","Mel 22 Sector HH-V d2-53
https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+MY-R+b4-1&data=hlh+hlh+%3B+hhl+lll+lhl%0D%0Ahlh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Alhh+hhl+hll+%3B+hll+lll+hlh
","My third Thargoid visitor at an active site, but this one was also bugged in some fashion.  It floated in position almost a kilometer away from the site doing nothing.
",4,No.,5,,
01/09/2019 02:26:09,ByteSturm,Mel 22 Sector DB-X d1-46,A 8 A,https://i.imgur.com/TG15nG9.jpg,,4,"Yes, 4 around the central chamber.",Yes,Deciat https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+DB-X+d1-46&data=llh+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+lhl+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+llh+%3B+hhl+lll+lhl,"Deciat
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+DB-X+d1-46&data=llh+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+lhl+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+llh+%3B+hhl+lll+lhl
",,"I've come across
A geological aberration,
The center of which
Hides a bright constellation.",1,No.,4,,
01/09/2019 02:29:19,ByteSturm,Mel 22 Sector JX-T c3-9,6 A,https://i.imgur.com/tShCKvz.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,HIP 7158 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JX-T+c3-9&data=lhl+lhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lll+hll+%3B+lll+llh+lhh%0D%0Ahlh+hhl+lhl+%3B+hhl+lll+lhl,"Dulerce
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+JX-T+c3-9&data=hhl+hhl+lll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+lhl+%3B+hll+lll+hlh%0D%0Ahlh+hhl+hll+lhl+%3B+hhl+lll+lhl+hhh
",,"Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",3,No.,5,,
01/09/2019 02:33:10,ByteSturm,HIP 15889,11 B,https://i.imgur.com/7ULeu7X.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Mel 22 Sector JX-T c3-9 https://tool.canonn.tech/linkdecoder/?origin=HIP+15889&data=lhh+%3B+hll+hhl%0D%0Alll+%3B+hll+lll+hlh%0D%0Ahlh+hhh+llh+%3B+hhl+lll+lhl,"Mel 22 Sector HH-V d2-37
https://tool.canonn.tech/linkdecoder/?origin=HIP+15889&data=lll+lhl+%3B+lll+llh+lhh%0D%0Alll+%3B+hll+lll+hlh%0D%0Ahll+hlh+hhl+%3B+hll+hhl+hhh
","HIP 16704
https://tool.canonn.tech/linkdecoder/?origin=HIP+15889&data=hll+%3B+lhl+hhh%0D%0Ahhl+hhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hhl+hll+%3B+hll+hhl+hhh
","I've come across
A geological aberration,
The center of which
Hides a bright constellation.",5,No.,4,,
